text,label,label_name,source
"An inordinate delay in the receipt of the signed copy of arbitral award by one of the parties cannot be held as a defense in the event of a lapse of limitation period for challenging the arbitral award. A bench constituting Manmohan J. and Menon J. delivered the judgment in Hindustan Petroleum Corporation Ltd v Delhi Transport Corporation [CM APPLs. 9555-58/2021] which dealt with the question of lapse of the limitation period and commercial unviability of the contract. The appellant and respondent companies had entered into an agreement for the supply of lubricants following the appellant’s tender bid acceptance on October 23, 2007. Due to an increase in the price of oils internationally, the appellant requested for higher purchase to which the respondent did not agree following which the appellant did not continue the order. The parties again entered into an agreement following a tender bid inquiry dated July 29, 2008. The respondent, on May 13 2010, informed the appellant through a legal notice about the damages incurred under the first tender; to which both consented to refer the dispute to arbitration. The award was passed in the favour of the respondent on 28th November 2019, who filed a petition for the execution of arbitral award on 14th August, 2020; following which the appellant challenged the arbitral award. The core issue around which the case pivots is limitation period as mentioned under S.34(3) of the Arbitration &amp; Conciliation Act, 1996 which states that any challenge to an arbitral award shall be made within three months of the receipt of the award. In Union of India vs. Techno Trichy Engineers and Contractors [(2005) 4 SCC 239], the Supreme Court emphasized on the valid receipt of the award by the party and noted that Section 31(5) of the said Act requires a signed copy of the award to be delivered to each party. Adding further clarifications in the case of State of Himachal Pradesh vs. Himachal Techno Engineers [(2010) 12 SCC 210], the Court held that deliverance of the award in the office of a party on a non-working day, the date of such physical delivery is not the date of “receipt” of the award by that party. In the present case, the appellant made an inordinate delay in the receipt of the award itself which the Court highlighted as being contrary to the swift process of the arbitration itself. The Court",0,Contract Law,ilc
"Mandatory Covid-19 vaccination drive by the state is for the greater benefit of the society and is not a negative coercive reinforcement. Such a drive does not impair any of the rights guaranteed under Chapter III of the constitution. Hon’ble Mr. Justice Biswanath Somadder and Hon’ble Mr. Justice H.S. Thangkhiew held that, “A harmonious and purposive construction of the provisions of law and principles of equity, good conscience and justice reveals that mandatory or forceful vaccination does not find any force in law leading to such acts being liable to be declared ultra vires ab initio.” In Registrar General Vs. State of Meghalaya [PIL No.6/2021] Brief facts of the case are that an order was passed by the deputy commissioner which made it mandatory for shopkeepers, vendors, local taxi drivers and others to get themselves vaccinated before they can resume their businesses. The issue before the Hon’ble court was whether such a mandate was valid with respect to the fundamental rights of the citizens. The courts analyzed this issue in light of the right to life and livelihood which was included under the ambit of article 21 in Olga Tellis &amp; Ors vs. Bombay Municipal Corporation &amp; Ors. [1986 SC 180]. The individual’s personal rights would deemed to be violated if the vaccination is forced on them. However, if any compulsory vaccination drive is coercive by its very nature and spirit, it assumes a different proportion and character. Article 19 (6) states that reasonable restrictions can be imposed on such rights if it is in the interest of the public’. It was also observed that the burden to sensitize the citizens and disseminate information regarding the vaccination lies with the government. “The welfare nature of the State isn’t for coercive negative reinforcement by seizing their right to livelihood, proscribing them to earn from their occupation and/or profession without any justification in the garb of public interest, but lies in walking together with concerted efforts attempting to effectuate a social order as mandated under Article 38 by approaching the people directly by engaging them in one-to-one dialogues and dwelling on the efficiency and the positive aspects of administering of the vaccine without compromising its duty under Article 47 nor abrogating its duty to secure adequate means of livelihood under Article 39(a)” It was also observed that while issuing any kind of interventions causing behavioral change, such an intervention must be adaptive",6,Labour & Employment Law,ilc
"Paternity was established through DNA testing, leading to a court order for child support.",5,Family Law,original
"While deciding an appeal against the order of recovery of damages by the Motor Accident Claims Tribunal, the court decided the evidence will be evaluated on principle of preponderance of probability and that under the said act the tribunal can evolve its own procedure. This Judgment was passed in the case of Sahil Kumar vs. HRTC and Another [FAO No. 349/2019] by a Single Bench Consisting of Hon’ble Justice Vivek Singh Thakur. The said appeal was against an order passed by the Motor Accident Claims Tribunal (MACT), where the claim petition of the appellant was dismissed. The claim was with respect to recovery of damages caused to his scooty, when it hit on a debris of a wall because of being hit by a bus of Respondent no.2 while reversing it. The appellant claims that while respondent no.2 was parking the bus towards the petrol pump; the bus hit the wall and causing an impact on the scooty. The appellant’s house was adjacent to the bus stand and was separated by a brick wall. Before filing a complaint the parties had entered into a compromise deed and thus the same was reduced to writing which was signed by respondent no.2, appellant, and witnesses. Respondent no.1 on the other hand denies the incident and the compromise. While one of the witnesses admitted to signing the compromise deed and confirmation of signature of respondent no.2 and appellant the other witness and respondent no.2 failed to do the same. Respondent no. 2 however admitted to being present at the time of the incident and on duty. The High Court observed, As held in the judgments of Punjab and Haryana High Courts, the Motor Vehicles Act is not governed by any rules or procedure envisaged by CPC and Evidence Act, the tribunal is empowered to evolve its own procedure. The High Court held that the evidence under the present legislation should be evaluated on the principle of preponderance of probability. The High Court after relying on the various judgments of the Supreme court observed that when no objections are raised with regards to the admissibility of documents, it shall be deemed to have been duly proved and after documents are marked as exhibits there can be no objection with regards to their admissibility. The High court held that there is sufficient evidence for the occurrence of the event, however, there isn’t any to quantify",4,Property / Real Estate Law,ilc
"Yes. Under Section 19(1)(b) of the Competition Act, 2002, Central Government or State Government or Statutory Authority may make reference to the Commission for seeking inquiry into any alleged contravention of the provisions of Sections 3/4 of the Competition Act, 2002.",3,Corporate / Company Law,milpac_cci
"In a complex slump sale of a healthcare business, the purchaser allocated a disproportionate value of the consideration to the acquisition of the hospital's trademark to claim higher depreciation. The Income Tax Department rejected this valuation, arguing that the trademark had no independent value apart from the hospital's physical real estate and location. The Tribunal upheld the taxpayer's valuation report, recognizing the trademark as a distinct intangible asset capable of independent valuation and transfer under the Trade Marks Act.",7,Intellectual Property Law,synthetic
"Seniority is always been a matter of concern in every aspect, considering it to be civil matter or business matters. The indifference arises in regard to promotion mostly on the basis of seniority, thus it results in the conflict of law in most of the cases which we come through. Thus in the case of Vinod Prasad Raturi &amp; Ors. v. Union of India &amp; Ors. [Civil Appeal No.495 of 2021], the court held that likelihood of seniority of other officers should always be taken into consideration and not to be disturbed. The facts of the case begin with the Central Government issuing the final allocation list on April 22, 2003, in compliance with Section 73 of the Act, after considering the objections received from the aggrieved parties. The High Court dismissed the Writ Petition filed by Appellant No.2 and others challenging the allocation to the state of Uttarakhand in a judgment dated 11.12.2003. Appellant No.2 and other SCS Officers, including Respondent No.4, were aggrieved by the High Court’s decision and filed Special Leave Petitions (SLPs) in this Court. This Court ordered the authorities to uphold the status quo in an order dated January 7, 2004. In a letter dated January 9, 2011, the State of Uttarakhand informed the Government of India that 9 vacancies in the Indian Administrative Services (IAS) cadre for the select list for the year 2010 were available. In the year 2009, two additional vacancies arose. In 2011, the IAS cadre had 11 vacancies in total. SLP (C) No.24078 of 2003 was withdrawn by Appellant No.2. Following that, the Government of India issued a final allotment order, allowing Appellant No. 2 to enter the state of Uttarakhand on April 15, 2011. The Appellants were included in the select list for 2011 and they were promoted to IAS in the vacancies determined in accordance with Regulation 5(1) of the IAS (Appointment by Promotion) Regulations, 1955. SLPs filed by Respondent No.4 and others against the judgment of the High Court were dismissed on 12.02.2015. Respondent No.4 then lodged a Review Petition, which this Court also rejected. The Government of India assigned Respondent No.4 and other PCS officers to the state of Uttarakhand on June 9, 2015. The Central Government denied the Government of Uttar Pradesh’s request to keep Respondent No.4 in the state of Uttar Pradesh in an order dated June 25, 2015. On September 2, 2015, the",6,Labour & Employment Law,ilc
"The appellate authority under the RTI (Right to Information) Act of the Securities and Exchange Board of India comprising of Mr. Anand Baiwar adjudicated in the matter of Geeta Khattar v CPIO, SEBI, Mumbai (Appeal No. 4321 of 2021) dealt with an issue in connection with Section 2 (f) of the Right to Information Act, 2005. The appellant, Ms Geeta Khattar had filed an application via RTI MIS Portal on the 15th of May, 2021 under the Right to Information Act, 2005. The respondent responded to the application by a letter on the 10th of June, 2021, filed by the appellate. After receiving a letter from the respondent on 10th of June, 2021, on her application, the appellate decided to file an appeal on the 16th of June, 2021. In her application, the appellate was seeking the following information: The respondent, in response to the query numbers 1,2,3,5,6 and7, observed that the queries are in the nature of seeking clarification/opinion and accordingly, cannot be construed as, “information”, as defined under section 2(f) of the RTI Act, 2005. In response to query number 4, the respondent informed that the appellant should refer to SCORES FAQs. The respondent also provided the weblink for accessing the same. The appellant filed the appeal on the grounds of that the information was refused. The appellant, in her appeal, reiterated the query raised in her application. For the queries, the appellate authority, Mr Anand Baiwar, made reference to the matter of Hon’ble CIC, in the matter of Vineet Pandey vs. CPIO, United India Insurance Company Limited (Judgment dated January 21, 2021), wherein similar observations were made by the Hon’ble CIC. Further, in the matter of Shri Shantaram Walavalkar vs. CPIO, SEBI (Decision dated January 17, 2013), it was noted that the Hon’ble CIC held: “… we would also like to observe that, under the Right to Information (RTI) Act, the citizen has the responsibility to specify the exact information he wants; he is not supposed to seek any opinion or comments or clarifications or interpretations from the CPIO…”. In view of the said observations, I do not find any deficiency in the response. In view of these observations, the appellate authority found no deficiency in the response.",7,Intellectual Property Law,ilc
A constitutional amendment can be challenged if it violates the 'Basic Structure' of the document.,2,Constitutional Law,original
"Section 6(2) of the Act provides that any person or enterprise that proposes to enter into a combination shall give notice to the Commission within 30 days of approval of the proposal relating to merger or amalgamation or execution of any agreement or other document for an acquisition, as the case may be. Thus, Section 6(2), inter alia, provides for the two obligations, viz., (i) notice is required to be given in relation to a proposed combination; and (ii) such notice is required to be given within 30 days. Notiﬁcation no. S.O. 2039(E) published on 29th June 2017 provides exemption only in relation to the second obligation. Thus, the notiﬁcation does not do away with the requirement of giving notice to the Commission, but rather, only does away with the timeline of 30 days for giving notice to the Commission. In eﬀect, a combination has to be notiﬁed to the Commission and approval obtained before the same is given eﬀect to.",3,Corporate / Company Law,milpac_cci
"When the plaintiff pleads for claim over property, it is important that the details of such property in its entirety are disclosed and vague disclosure of facts cannot be admissible in court. This was decided in the case of Master Ansh Kapoor &amp; Anr V. K.B. Kapur &amp; Ors [CS(OS) 3438/2014 and IA No. 3789/2016] in the High Court Of Delhi by Hon’ble Justice Jayant Nath. This suit is filed seeking a preliminary decree of partition of the suit properties. In this case Chand Kapoor, the great grandfather of the plaintiffs is said to have acquired the property in Darya Ganj which is said to be an HUF property. He had two sons, namely, defendant No. 1 and Sh. Parvesh Kapur and four daughters. After his death, his estate fell in the hands of his sons his estate fell in the hands of his sons. The plaintiffs by birth have a right in the said property. Hence, the property retains its ancestral character and the plaintiffs are coparceners in such ancestral property. All the properties, which are subject matter of this suit, were bought from the sale proceeds of the Darya Ganj HUF property. the plaintiffs has reiterated that the plaintiffs are entitled to 1/8th share in the suit properties owned by their great grandfather who died intestate. The court noted that the matter is at the stage of framing of issues. It said that it is settled position of law that CPC does not require all matters to be decided only after trial or unless admissions are made. Issues are to be framed on material proposition of law and facts which the plaintiff alleges in order to show a right to sue or the defendant must allege in order to constitute his defence. The court referred the case of Promod Kumar Jain &amp; Ors. vs. Ram Kali Jain &amp; Ors., MANU/DE/1115/2020 where the court held as follows: “mere clever drafting by advocates cannot compel the Courts to put a suit to trial and the Court is entitled to see through and clear the maze sought to be raised and see what the real defence is, it is not as if the CPC requires all matters to be decided only after trial, unless admissions are made; ) issues are to be framed on material propositions of law or fact which a plaintiff must allege in order to show a right",4,Property / Real Estate Law,ilc
"It is well settled that a bank guarantee can be interdicted only in exceptional circumstances. Mere contractual disputes cannot be asserted to give rise to special equities. The expression “special equities” is not nebulous. It means peculiar or special circumstances which result in irretrievable injustice. These special equities or special circumstances must be pleaded. This was held in KUBER ENTERPRISES v. DOOSAN POWER SYSTEMS INDIA PVT LTD [O.M.P. (I) (COMM.) 158/2021] in the High Court of Delhi by a single bench consisting of JUSTICE VIBHU BAKHRU. Facts are that the parties had entered into an Agreement whereby the respondent sub-contracted Thermal Power Station to the petitioner. In terms of the Agreement, the petitioner furnished the Bank Guarantee as a Performance Guarantee, it also issued a cheque for an equivalent value. The petitioner claims that there was a significant delay in making the payments under the Agreement. The respondent alleged delay and sent notice to reduce the scope of work of the petitioner. The counsel for the petitioner submitted that he is not seeking an order restraining invocation of the Bank Guarantee on the ground of any alleged fraud. The petitioner rests its case on the ground of special equities and he has invoked clause 25 of the Agreement and sought an amicable resolution of the disputes. The court made reference to the judgment of Apex court in the case of Svenska Handelsbanken v. M/s. Indian Charge Chrome and Others., wherein it was held that “…in case of confirmed bank guarantees/irrevocable letters of credit, it cannot be interfered with unless there is fraud and irretrievable injustice involved in the case and fraud has to be an established fraud…..there should be prima facie case of fraud and special equities in the form of preventing irretrievable injustice between the parties. Mere irretrievable injustice without prima facie case of established fraud is of no consequence in restraining the encashment of bank guarantee”. The court also made reference to the apex court judgment in Hindustan Steel Works Construction Ltd. v. Tarapore &amp; Co. and Anr., wherein it was held that “We are, therefore, of the opinion that the correct position of law is that commitment of banks must be honored free from interference by the courts and it is only in exceptional cases, that is to say, in case of fraud or in a case where irretrievable injustice would be done if bank guarantee is",0,Contract Law,ilc
"The burden of proof lies upon the respondent to establish the charge of cruelty; it has a very wide purview and differs in every other matrimonial case -High court of New Delhi Cruelty is defined under section 13 of Hindu Marriage Act, 1955, which is a ground for dissolution of marriage may be defined as willful and unjustifiable conduct of such character as to cause danger to life, limb or health, bodily or mental, or as to give rise to a reasonable apprehension of such a danger in such cases the onus of proof lies on the respondent who had subject his/her spouse to cruelty. In the case of RAHUL KESARWANI VS SUNITA BHUYAN (MAT.APP.(F.C.) 75/2020) the judgement passed by the division bench of HON’BLE JUSTICE VIPIN SANGHI &amp; HON’BLE MR. JUSTICE JASMEET SINGH dealt with the issue mentioned above. In this case the parties have stayed together only for two months in which period the respondent (wife) has been subjected to Dowry harassment and cruelty by the husband and his family members after and since then were living separately for 11 years .The respondent herein filed for the dissolution of marriage in the Family court and was granted the same. Aggrieved by the order the petitioner filed an application for setting aside the dissolution order and contended that the claims made by the wife are completely baseless there is no instances of dowry torture, without any evidentiary proof the family court is faulty giving its verdict in the favor of the wife hence such order should be set aside. The learned counsel for the petitioner stated that the marriage between the parties was not cohabited and she was tortured severely by the husband and family members produced the document in which the petitioner herein has accepted the dowry torture and has asked for forgiveness, the parties were living separately since 11 years and the husband was also a patient of Bipolar disorder which was concealed at the time of marriage. The learned counsel for respondent stated that there are no evidentiary proofs against the petitioner (husband and hence it cannot be stated that the respondent was subjected to cruelty by mere presumption and request the hon’ble court to set aside the dissolution order. The division bench of the Hon’ble High Court of Delhi noted the judgement in Naveen Kohli v. Neelu Kohli, ((2006) 4 SCC 558) which states- “when",5,Family Law,ilc
"Once it is proved that in spite of the death of the breadwinner, the family survived and substantial period is over, there is no need to make appointment on compassionate ground at the cost of the interests of several others ignoring the mandate of Article 14 of the Constitution as upheld by the Hon’ble Supreme Court through the learned bench led by Justice M.R. Shah in the case of Steel Authority of India Limited v. Gouri Devi (CIVIL APPEAL NO. 6910 OF 2021). The brief facts of the case are that the deceased employee died in the year 1977. The eldest son approached the authority for compassionate appointment. His case was considered as per the scheme applicable at the time of death of the deceased employee, i.e., circular dated 01.09.1975 and his application for appointment on compassionate ground was rejected. After a period of more than 18 years of the death of her husband, the widow of the deceased employee filed a Writ Petition being OJC No.783 of 1996 before the High Court with prayer to appoint her second son on compassionate ground. At this stage, it is required to be noted that in the writ petition, the order dated 17.10.1977 rejecting the application for appointment of the eldest son on compassionate ground, was not under challenge. By the order of the High Court, the writ petition was transferred to the Central Administrative Tribunal, Cuttack, which was registered as T.A. No.14 of 2014. By the judgment and order dated 28.11.2019, the learned Tribunal disposed of and directed the appellant to re consider the case of Ramesh Chandra Khuntia, second son of the deceased in accordance with the scheme of compassionate employment. The writ petition filed by the appellant before the High Court being Writ Petition No. 7791 of 2020 has been dismissed by the Division Bench of the High Court by the impugned judgment and order. Feeling aggrieved and dissatisfied with the impugned judgment and order passed by the High Court, the Steel Authority of India Limited has preferred the present appeal. After the perusal of the facts and arguments, the Hon’ble Court held, “Applying the law laid down in the aforesaid decisions and considering the fact that in the present case the second application was made after a period of 18 years, the impugned judgment and order passed by the High Court and that of the Central Administrative Tribunal",6,Labour & Employment Law,ilc
"As pointed out previously, the party included in the Conﬁdentiality Ring has to ﬁle an undertaking categorically stating that the information accessed by its members pursuant to the ring shall not be shared and/or disclosed by them to any other person, including to any oﬃcial and/or other employee of enterprise concerned or to any oﬃcial and/or employee of any joint venture, subsidiary, group entity of the concerned enterprise or to any other person whatsoever, and that they shall use such information and documents only for the purposes of the proceedings under the Act, and shall keep such information and documents within their sole custody, and shall destroy the same at the culmination of the present proceedings. Thus, the parties can use information accessed through the Conﬁdentiality Ring for the purposes of the Act which would include, inter alia, ﬁling of appeals before the Hon'ble Appellate Tribunal, etc. However, due care needs to be observed and followed by the parties while using such information, subject to the procedure of the concerned forum/authority.",3,Corporate / Company Law,milpac_cci
"One may send a notice for recovery of money from your employer, friend or any other party who owes you money. The first step in recovery should be to send a legal notice since most recovery cases get resolved in this step itself and you do not need to proceed to Court. One must send a well-drafted and legally sound notice to ensure that you get a prompt response on your notice and you have maximum opportunity to recover your money.",9,Civil Procedure / Other,pdf
"The person who is a registered proprietor of a design can bring a suit against infringement and ask for injunction against the pirated designs. Further, the proprietor can also seek damages for such piracy. (See Sec. 22 of the Designs Act, 2000)",7,Intellectual Property Law,milpac_ip
"The petitioner cannot be given any undue advantage of the fact that he/she tried all possible ways to repay the loan amount and it amounts to maliciously and unnecessarily engaging in vexatious litigation without there being any legal basis to do so. This remarkable judgment was given by the Hon’ble Mr. Justice Mohit Kumar Shah, in the case of M/s Naturals Dairy (P) Ltd. A Company, Mr. Sanjay Singh and others versus The Bank of Baroda A Banking Company, Mr.Vivek Prasad, and others [Civil Writ Jurisdiction Case No.5858 of 2020]. The petitioner- Company had then approached the Respondent-Bank of Baroda for availing term loan advance for a sum of Rs. 200.00 lacs and the same was sanctioned by the Respondent-Bank in the month of February 2008 vide letter dated 12.03.2008 and the Respondent-Bank by its letter dated 24.09.2019 had sanctioned a compromise proposal for the petitioner. It was stated that if any of the terms and conditions of the sanction was not complied with, the compromise shall be treated as frustrated/ lapsed and the bank was free to proceed with all legal action including a suit in DRT action under the SARFAESI Act, 2002 and other legal recourses available to the Bank for recovering the total dues of the Bank. Further, the petitioner, vide its letters dated 05.10.2019 and 29.11.2019, had made a request to the Respondent-Bank to extend the validity of the sanction of the One-time Settlement Scheme, however, the Respondent-Bank by its letter dated 17.12.2019 had rejected the request of the petitioner. The court observed that “The loan account of the petitioner was classified as non-performing assets as back as in the month of December 2010, proceedings were initiated under Section 13(2) of the SARFAESI Act, 2002 and a notice dated 03.01.2011 was issued thereafter, however the same was challenged by the petitioner in CWJC No. 569 of 2011, whereupon interim protection was granted to the petitioner vide order dated 14.01.2011.”",0,Contract Law,ilc
"The plaintiff, an architect, designed a unique layout for a luxury resort. A rival developer hired a different firm to construct a nearly identical resort nearby, having gained access to the plaintiff's blueprints during a municipality approval process. The High Court granted an injunction against the rival developer, ruling that architectural drawings are protected as literary and artistic works, and constructing a 3D building based on copied 2D plans constitutes a direct infringement of copyright.",7,Intellectual Property Law,synthetic
"The Issue is whether delay in issuance of degree certificate due to COVID-19 pandemic, after the aspirant had passed the UPSC would invalidate his/her candidature. This was decided in the case of Tejaswini Khajuria v. Union of India, on December 9, 2021, by Hon’ble Mr. Justice Prateek Jalan in W.P. (C) No. 13790/2021 &amp; CM APPL. 43514/2021. The brief facts of this case are that the petitioner applied for the Combined Defense Services Examination in the Short Service Commission Women (Non- Technical) course pursuant to an advertisement dated 05.08.2020 issued by the “UPSC”. The petitioner participated in the selection examination which was held on 24.08.2020, and secured the first rank for the course. In order to satisfy the eligibility conditions, she submitted a communication from the University dated 12.07.2021, which stated that she had passed her BDS fourth year examinations in January, 2021, and is currently undergoing 12 months of compulsory rotating paid internship. The petitioner recently came to know that joining letters dated 24.11.2021 have been issued to other candidates, and thereafter received a communication dated 26.11.2021 from the Union cancelling her candidature on the ground that she would not have completed her BDS degree until March, 2022. The counsel for respondent contended that the decision of issuing degree certificate, has to be taken by the concerned university and not by the DCI. If a university considers it appropriate on the basis of the facts and circumstances prevailing in a particular case, a candidate can be issued a degree certificate without completing the one-year internship. Further, it is submitted that this is a matter for the concerned dental college and the university to decide. Furthermore, the petitioner has not yet been awarded the BDS degree, and on the basis of the University’s communication dated 12.07.2021 to the effect that the degree would be awarded only in March, 2022. He further states that there were 17 vacancies for the course, for which 17 other candidates have since been called and are scheduled to join on 12.12.2021. The Counsel for the Petitioner contends that the award of the petitioner’s degree has been delayed due to circumstances arising out of the COVID-19 pandemic. He refers to notifications of the University whereby the examinations scheduled for August, 2020 were postponed until February-March, 2021, which led to a delay in the commencement of her internship. Further, a reference was made to the DCI’s guidelines",6,Labour & Employment Law,ilc
"The instance where the sale of shares takes place with the purpose to reduce the extent of control of shareholding is inappropriate. The stage when the applications for modification are preferred by the financial institutions, on the basis of which the order is to be passed and none of the banks present what the consequences of said order would be, it results in the intervening in the matter pending before the court. This assertion was made by the Supreme Court presided by J. Uday Umesh Lalit, J. Indira Banerjee and J. K.M. Joseph in the case of M/S. DAIICHI SANKYO COMPANY LIMITED vs. OSCAR INVESTMENTS LIMITED &amp; ORS. [SPECIAL LEAVE PETITION (CIVIL)NO.20417 OF 2017]. In the present case, while issuing notice in Special Leave Petition, this Court directed that status quo as on the day with regard to the shareholding of Fortis Healthcare Holding Private Limited in Fortis Healthcare Limited is maintained. By next order was clarified that the earlier order was intended to be in respect of ‘both the encumbered and unencumbered shares of Fortis Healthcare Limited held by Fortis Healthcare Holding Private Limited’. Soon thereafter, various banks/financial institutions filed applications seeking modification/clarification submitting inter alia that certain shares of FHL held by FHHPL were already pledged with said banks/financial institutions and that it be directed that the orders would not apply to such encumbered shares. The earlier orders were clarified that the status quo granted would not apply to shares of FHL held by FHHPL which had been encumbered before the interim orders were passed. It was submitted that it was not just a case of creating encumbrance or pledge but, there were instances of sale of shares and the purpose was definitely to reduce the extent of control of FHHPL. He further submitted that at the stage when the applications for modification/ clarification were preferred by the banks and financial institutions, on the basis of which the order was passed by this Court, none of the banks had told this Court what the consequences of said order would be; and that in a matter of a year and-half, the shareholding of FHHPL stood reduced to negligible level.",3,Corporate / Company Law,ilc
"Article 21 of the Indian constitution mandates for Right to life for every human being even if he/she is a convicted criminal. NHRC of India is set up to check any kind of violation of basic human right. In this case of State of Sikkim vs. National Human Rights Commission [W.P.(C) No. 46 of 2021] a writ petition was filed in front of Sikkim high court under article 226 of the Indian constitution. The petitioner had filed the writ petition in response to a show cause notice issued notice dated 13.01.2021 and orders dated 9.6.2021 and 14.9.2021, passed by the National Human Rights Commission (NHRC) in NHRC [Case No. 1/21/3/2020-jcd] relating to the suicide of an under trial prisoner (UTP) Roshan Chettri in District Jail, Namchi, as being arbitrary and illegal. The facts of this case were that the NHRC issued a show cause notice to the Chief Secretary of the petitioner stating, that the Commission had received intimation on 06.05.2020 from the Jailor, District Jail, Namchi, Sikkim, regarding suicide by the UTP Roshan Chettri in the prison on 04.04.2020. Further, the deceased UTP was a covid-19 positive patient and was in quarantine along with another UTP. On 04.04.2020, at 11 a.m., the deceased tried to commit suicide by hanging on the door of his cell with the help of cloth of the blanket provided to him but that act was noticed by his cell mate who caught hold his body and called out for help. Subsequently, jail authorities arrived and brought him down by cutting the blanket cloth. He was immediately shifted to hospital wherein he died during the treatment. The show cause notice thereafter required the petitioner to show cause as to why monetary compensation of Rs.3,75,000/- should not be recommended under section 18(a)(i) of the Protection of Human Rights Act, 1993, to be paid to the next of kin of the deceased Roshan Chettri. The petitioner responded to the show cause notice stating that no case of negligence on the part of jail administration was found during the judicial enquiry by the learned Judicial Magistrate, South Sikkim at Namchi. The petitioner is aggrieved that in spite of the dismissal of W.P.(C) No. 02 of 2021 by this court, the NHRC has passed the impugned orders which was barred by the principle of res judicata; that the show cause notice and the impugned orders did not disclose the",2,Constitutional Law,ilc
The 'Legal Representative' of the deceased plaintiff was impleaded to continue the litigation.,9,Civil Procedure / Other,original
Collusion between the parties to obtain a divorce is a ground for the court to reject the petition.,5,Family Law,original
Due process requires that no person be deprived of life or property without legal procedures.,2,Constitutional Law,original
The 'Forum Non Conveniens' doctrine allows a court to stay a case if another forum is more appropriate.,9,Civil Procedure / Other,original
Tax evasion is a criminal offence involving the deliberate misrepresentation of financial affairs.,8,Taxation Law,original
Zoning laws prohibit the use of the residential property for any commercial or industrial purposes.,4,Property / Real Estate Law,original
"Having made threatening phone calls to the complainant or a co-accused person absconding are not valid grounds to deny bail to an accused person whose offence is bailable. This was held by a single member bench of the High Court of Delhi consisting of Justice Subramonium Prasad in the case of Nikhil Bhattal v The State [Bail Application. 1520/2021] on 22nd July 2021. The complaint was filed by Rishab Jain who owns a marble and tiles business in New Delhi. The petitioner, Nikhil Bhattal placed an order with the complainant for tiles to renovate his house and insisted that the complainant visit the house to determine the specifics. Upon visiting the petitioner’s house, the petitioner’s girlfriend Ishu offered the complainant soft drink which made him dizzy and lead to him passing out soon after. As the complainant was slowly regaining consciousness, he was shocked to see Ishu rubbing his private parts. The complainant left the room he woke up in and narrated the incident to the petitioner who made a show of rage and anger. It is alleged that the petitioner started demanding a mobile phone, a television set and Rs. 2 lakhs from the complainant and threatened that if these demands were not met, he would file a rape charge against the complainant. The petitioner and his girlfriend allegedly called the petitioner over 25 times to threaten him and the complainant also produced various voice recordings of their demands. An FIR was filed by the complainant on 10th April 2021 at South Rohini Police Station under Sections 328, 389 and 34 of the Indian Penal code for poisoning and for putting person in fear of accusation with the intention of extortion. The petitioner was arrested on 11th April 2021 but his girlfriend who is a co-accused is still absconding. The petitioner filed this petition before the High Court of Delhi under Section 439 of Cr.P.C. for grant of bail. The medical report indicated that the complainant had been intoxicated, however without delving into the merits of the case, it was established that the offences which the petitioner was accused of were bailable in nature. The petitioner also contended that he had been in custofy since 11th April 2021 despite not being convicted. However the counsel appearing for the complainant contended that the complainant was receiving threatening phone calls and that releasing the petitioner would compromise on the complainant’s safety.",7,Intellectual Property Law,ilc
"A corporate entity distributed the cost of common HR and administrative services performed at its Head Office to its branch offices across different states. The department demanded GST, treating it as a supply of services between distinct persons, and insisted on a cross-charge mechanism. The taxpayer argued that it was merely distributing the credit of input services through the Input Service Distributor mechanism. The Tribunal clarified that internally generated services require a cross-charge, while third-party vendor services can be routed through ISD.",8,Taxation Law,synthetic
"Anticipatory bail petition is filed under Section 438 of the Code of Criminal Procedure by an accused person who is apprehending arrest by the police. Anticipatory bail petition can be filed before the court of sessions, High Court, Supreme Court of India only. One can file a petition for anticipatory bail even if a First Information Report (FIR) has not been filed and the person is merely apprehending arrest.",1,Criminal Law,pdf
"An agreement of licence is a legal document that includes clauses stating the terms and conditions between the parties. It needs to be printed on a judicial / e-stamp paper of the correct value and signed by both parties. The agreement is required to be registered after stamping with proper value, as per State laws.",7,Intellectual Property Law,pdf
